Angle theta,Perpendicular,Parallel,Unpolarised
120.8,360.3792681,35.00371225,197.6914902
120.9,340.0354479,40.13757945,190.0865137
121,330.8102371,44.87792447,187.8440808
121.1,332.7085226,49.2104235,190.959473
121.2,344.5245883,53.22372232,198.8741553
121.3,363.9743582,57.09654855,210.5354534
121.4,387.939112,61.07038698,224.5047495
121.5,412.7952032,65.41110734,239.1031553
121.6,434.7951481,70.36461671,252.5798824
121.7,450.4599632,76.11263535,263.2862993
121.8,456.9414215,82.73491249,269.838167
121.9,452.3161237,90.18355622,271.24984
122,435.7805949,98.2737154,267.0271552
122.1,407.7272559,106.6927915,257.2100237
122.2,369.693917,115.0279346,242.3609258
122.3,324.1930347,122.8091024,223.5010686
122.4,274.4398674,129.5627584,202.0013129
122.5,224.0094792,134.869659,179.4395691
122.6,176.4600784,138.4193563,157.4397173
122.7,134.963635,140.0541539,137.5088945
122.8,101.9837091,139.7963194,120.8900143
122.9,79.03506485,137.8542552,108.44466
123,66.55052363,134.6058595,100.5781916
123.1,63.8686308,130.5601416,97.21438621
123.2,69.34237468,126.3009584,97.82166654
123.3,80.55586938,122.41914,101.4875047
123.4,94.62405562,119.4409602,107.0325079
123.5,108.5413881,117.7616475,113.1515178
123.6,119.5401599,117.5923076,118.5662337
123.7,125.4181464,118.9272423,122.1726943
123.8,124.7987388,121.5363576,123.1675482
123.9,117.2942962,124.9844132,121.1393547
124,103.5542393,128.6756219,116.1149306
124.1,85.19226378,131.918971,108.5556174
124.2,64.60053721,134.0069796,99.3037584
124.3,44.67139321,134.2987893,89.48509123
124.4,28.45745284,132.2977364,80.37759463
124.5,18.80813665,127.7139998,73.26106823
124.6,18.02340832,120.5045248,69.26396656
124.7,27.5639841,110.8850229,69.22450352
124.8,47.85131501,99.3121313,73.58172316
124.9,78.18103543,86.43740246,82.30921895
125,116.7613055,73.03824358,94.89977453
125.1,160.8738785,59.93380704,110.4038428
125.2,207.1422664,47.89578717,127.5190268
125.3,251.8795089,37.56483923,144.7221741
125.4,291.4790611,29.38279206,160.4309266
125.5,322.8071742,23.54901541,173.1780948
125.6,343.5544248,20.00642768,181.7804262
125.7,352.5078355,18.45902422,185.4834298
125.8,349.7129541,18.41890325,184.0659287
125.9,336.5064793,19.27704456,177.891762
126,315.4133871,20.38902126,167.9012042
126.1,289.9166147,21.16479469,155.5407047
126.2,264.120737,21.15103207,142.6358845
126.3,242.3423261,20.09511625,131.2187212
126.4,228.6676468,17.98212989,123.3248884
126.5,226.5221896,15.03936441,120.780777
126.6,238.2958643,11.7069492,125.0014067
126.7,265.0625474,8.57753574,136.8200416
126.8,306.4236032,6.31207069,156.367837
126.9,360.4929054,5.542033988,183.0174697
127,424.0269861,6.770661446,215.3988238
127.1,492.6896282,10.28631097,251.4879696
127.2,561.4269203,16.10013644,288.7635283
127.3,624.9178285,23.91766928,324.4177489
127.4,678.0577825,33.15003419,355.6039083
127.5,716.4293528,42.96577068,379.6975617
127.6,736.7151397,52.37914554,394.5471426
127.7,737.0133684,60.3660311,398.6896998
127.8,717.025863,65.99448842,391.5101757
127.9,678.1001384,68.55464401,373.3273912
128,623.1211383,67.67164956,345.3963939
128.1,556.2623215,63.38663459,309.8244781
128.2,482.6190189,56.19354851,269.4062837
128.3,407.7579905,47.02436487,227.3911777
128.4,337.2248904,37.18081287,187.2028517
128.5,276.0551815,28.21698652,152.136084
128.6,228.3336036,21.78315868,125.0583811
128.7,196.8426535,19.44619139,108.1444225
128.8,182.8321418,22.50546379,102.6688028
128.9,185.9305573,31.82476628,108.8776618
129,204.2057522,47.69988208,125.9528172
129.1,234.3685972,69.77858974,152.0735935
129.2,272.1000193,97.04482665,184.572423
129.3,312.4704479,127.8722422,220.171345
129.4,350.4121888,160.1450162,255.2786025
129.5,381.2004017,191.436416,286.3184089
129.6,400.8976147,219.2289303,310.0632725
129.7,406.7201395,241.1547176,323.9374285
129.8,397.2920443,255.2321377,326.262091
129.9,372.7628516,260.0736989,316.4182752
130,334.7778987,255.0429582,294.9104284
130.1,286.3041802,240.3425972,263.3233887
130.2,231.3282133,217.0226077,224.1754105
130.3,174.4547671,186.9055826,180.6801748
130.4,120.4450166,152.4346811,136.4398489
130.5,73.73889638,116.4579968,95.09844659
130.6,38.0084856,81.96992894,59.98920727
130.7,15.78690893,51.83496363,33.81093628
130.8,8.210594702,28.52147419,18.36603445
130.9,14.90233587,13.87245861,14.38739724
131,34.00932691,8.936589786,21.47295835
131.1,62.39538428,13.87689786,38.13614107
131.2,95.97127041,27.96645694,61.96886368
131.3,130.1328796,49.67144406,89.90216184
131.4,160.2654013,76.8128337,118.5391175
131.5,182.2636566,106.7897675,144.526712
131.6,193.015509,136.8411863,164.9283477
131.7,190.7970683,164.3183433,177.5577058
131.8,175.5353639,186.9397693,181.2375666
131.9,148.9057897,203.0022755,175.9540326
132,114.2469688,211.526434,162.8867014
132.1,76.29340563,212.3221755,144.3077906
132.2,40.74474619,205.9688908,123.3568185
132.3,13.7078547,193.7137819,103.7108183
132.4,1.062472971,177.301147,89.18181
132.5,7.811373535,158.7528139,83.28209374
132.6,37.48043727,140.1252288,88.80283303
132.7,91.63226397,123.2711609,107.4517125
132.8,169.5486427,109.6333138,139.5909783
132.9,268.1229922,100.0933963,184.1081942
133,381.9848735,94.89380703,238.4393403
133.1,503.8565611,93.64071163,298.7486364
133.2,625.1185089,95.38787125,360.2531901
133.3,736.5386447,98.79116349,417.6649041
133.4,829.1020352,102.3153732,465.7087042
133.5,894.8645865,104.4684807,499.6665336
133.6,927.748636,104.035071,515.8918535
133.7,924.2004388,100.2800785,512.2402587
133.8,883.6397793,93.09695179,488.3683655
133.9,808.6495569,83.08021102,445.8648839
134,704.876717,71.51066168,388.1936893
134.1,580.6431892,60.25133891,320.447264
134.2,446.2939241,51.56252449,248.9282243
134.3,313.3358632,47.85376529,180.5948142
134.4,193.4439442,51.39865413,122.4212991
134.5,97.42562976,64.04330743,80.7344686
134.6,34.24214692,86.94136157,60.59175424
134.7,10.18167456,120.3466339,65.26415421
134.8,28.26711986,163.489457,95.87828841
134.9,87.95987545,214.5545798,151.2572276
135,185.1929796,270.7682454,227.9806125
135.1,312.7350945,328.5906645,320.6628795
135.2,460.8538576,383.998803,422.4263303
135.3,618.216815,432.8343925,525.5256037
135.4,772.9435023,471.1844505,622.0639764
135.5,913.7059888,495.7572081,704.7315984
135.6,1030.769201,504.2157094,767.4924552
135.7,1116.867436,495.434604,806.1510198
135.8,1167.829347,469.6525222,818.7409347
135.9,1182.888876,428.5022512,805.6955638
136,1164.651614,374.9127296,769.7821719
136.1,1118.721686,312.8894767,715.8055813
136.2,1053.029711,247.1921616,650.1109366
136.3,976.9339591,182.9383703,579.9361647
136.4,900.1910556,125.1701579,512.6806068
136.5,831.9068339,78.4239007,455.1653673
136.6,779.5804208,46.34385506,412.9621379
136.7,748.3450472,31.37570088,389.860374
136.8,740.4881646,34.56858476,387.5283747
136.9,755.3033663,55.50358794,405.4034771
137,789.2904765,92.35419222,440.8223344
137.1,836.6818191,142.0714688,489.376644
137.2,890.2362574,200.6746779,545.4554676
137.3,942.212118,263.6179634,602.9150407
137.4,985.408989,326.1968638,655.8029264
137.5,1014.159085,383.9551253,699.0571052
137.6,1025.152596,433.0530909,729.1028435
137.7,1017.997991,470.563634,744.2808125
137.8,995.4460299,494.6696638,745.0578468
137.9,963.2423744,504.7477941,733.9950842
138,929.6143754,501.3346924,715.4745339
138.1,904.4384738,485.9846554,695.2115646
138.2,898.1712004,461.0378334,679.6045169
138.3,920.6549575,429.3271139,674.9910357
138.4,979.926387,393.8571156,686.8917513
138.5,1081.158174,357.4904981,719.3243361
138.6,1225.854071,322.6747459,774.2644087
138.7,1411.392715,291.2370104,851.3148627
138.8,1630.980874,264.2661529,947.6235137
138.9,1874.034745,242.090791,1058.062768
139,2126.963164,224.3510578,1175.657111
139.1,2374.283984,210.151179,1292.217581
139.2,2599.968864,198.2710144,1399.119939
139.3,2788.886293,187.4083692,1488.147331
139.4,2928.200634,176.4208477,1552.310741
139.5,3008.587643,164.5365924,1586.562118
139.6,3025.144189,151.5073447,1588.325767
139.7,2977.899916,137.6843967,1557.792156
139.8,2871.878298,124.0073553,1497.942827
139.9,2716.699752,111.9061519,1414.302952
140,2525.765333,103.1272157,1314.446274
140.1,2315.101388,99.50398561,1207.302687
140.2,2101.978808,102.6989315,1102.33887
140.3,1903.441879,113.9481704,1008.695025
140.4,1734.888935,133.8401452,934.3645399
140.5,1608.839509,162.1566116,885.4980601
140.6,1534.001351,197.7976814,865.8995162
140.7,1514.717985,238.8035966,876.7607908
140.8,1550.837076,282.4752505,916.6561632
140.9,1637.996137,325.5843907,981.7902639
141,1768.279777,364.6541743,1066.466976
141.1,1931.166258,396.2824305,1163.724344
141.2,2114.6544,417.4745721,1266.064486
141.3,2306.447494,425.9512042,1366.199349
141.4,2495.070135,420.397363,1457.733749
141.5,2670.806505,400.6258073,1535.716156
141.6,2826.372946,367.635325,1597.004135
141.7,2957.270619,323.5557137,1640.413166
141.8,3061.801855,271.4828021,1666.642328
141.9,3140.772028,215.2183513,1677.99519
142,3196.933277,158.939671,1677.936474
142.1,3234.253227,106.8312267,1670.542227
142.2,3257.108321,62.71458172,1659.911451
142.3,3269.505797,29.7132778,1649.609537
142.4,3274.430575,9.985656132,1642.208116
142.5,3273.394533,4.551556449,1638.973045
142.6,3266.238299,13.22904796,1639.733673
142.7,3251.203181,34.68590566,1642.944543
142.8,3225.256986,66.5986773,1645.927831
142.9,3184.626355,105.901171,1645.263763
143,3125.463356,149.0952156,1637.279286
143.1,3044.558232,192.5905655,1618.574399
143.2,2940.005187,233.0384678,1586.521827
143.3,2811.734127,267.6249122,1539.67952
143.4,2661.837738,294.2947491,1478.066243
143.5,2494.647811,311.8860839,1403.266947
143.6,2316.544615,320.1647074,1318.354661
143.7,2135.514557,319.7596229,1227.63709
143.8,1960.500914,312.0117166,1136.256315
143.9,1800.616494,298.7570487,1049.686771
144,1664.303066,282.0730724,973.1880692
144.1,1558.528569,264.0195445,911.2740569
144.2,1488.108842,246.4056171,867.2572295
144.3,1455.226611,230.6106327,842.9186218
144.4,1459.198495,217.4789679,838.3387316
144.5,1496.513419,207.2997199,851.9065694
144.6,1561.136359,199.8712342,880.5037965
144.7,1645.043111,194.6396893,919.8414002
144.8,1738.927946,190.8914682,964.9097073
144.9,1833.009203,187.9719839,1010.490593
145,1917.849776,185.4998484,1051.674812
145.1,1985.11075,183.5452791,1084.328014
145.2,2028.16665,182.745459,1105.456055
145.3,2042.528565,184.3368365,1113.432701
145.4,2026.044321,190.0942568,1108.069289
145.5,1978.870287,202.1782473,1090.524267
145.6,1903.234171,222.9034216,1063.068796
145.7,1803.029504,254.4514539,1028.740479
145.8,1683.298136,298.5601554,990.9291458
145.9,1549.665358,356.2248444,952.9451015
146,1407.79258,427.4488126,917.6206965
146.1,1262.905249,511.0760565,886.9906526
146.2,1119.440013,604.7318672,862.0859401
146.3,980.8371038,704.886087,842.8615954
146.4,849.4838353,807.0409812,828.2624082
146.5,726.7957007,906.0321173,816.413909
146.6,613.4050797,996.4178809,804.9114803
146.7,509.4160609,1072.922722,791.1693916
146.8,414.6785478,1130.892143,772.7853453
146.9,329.0360826,1166.714641,747.8753617
147,252.5092318,1178.167757,715.3384942
147.1,185.3887196,1164.65187,675.0202949
147.2,128.2279347,1127.285892,627.7569133
147.3,81.74078652,1068.852396,575.2965911
147.4,46.62589749,993.594686,520.1102917
147.5,23.34975696,906.8831597,465.1164583
147.6,11.92818788,814.781576,413.3548819
147.7,11.74641296,723.5540138,367.6502134
147.8,21.45307298,639.1592959,330.3061845
147.9,38.95343648,566.7808214,302.8671289
148,61.51313346,510.4359341,285.9745338
148.1,85.96793096,472.7005695,279.3342502
148.2,109.019484,454.5728532,281.7961686
148.3,127.5837581,455.4848899,291.534324
148.4,139.149741,473.4567202,306.3032306
148.5,142.1024257,505.3720024,323.7372141
148.6,135.9664252,547.342935,341.6546801
148.7,121.5347755,595.1235719,358.3291737
148.8,100.8605355,644.5268631,372.6936993
148.9,77.10510799,691.8018555,384.4534817
149,54.25474405,733.933326,394.094035
149.1,36.73325267,768.8359904,402.7846215
149.2,28.95238919,795.4281778,412.1902835
149.3,34.85000259,813.5840127,424.2170076
149.4,57.4686224,823.9770904,440.7228564
149.5,98.62334763,827.8407717,463.2320597
149.6,158.6980476,826.6792017,492.6886246
149.7,236.5941401,821.9679707,529.2810554
149.8,329.8383391,814.8834736,572.3609063
149.9,434.8369303,806.0955149,620.4662226
150,547.2466496,795.6491252,671.4478874
150.1,662.4182596,782.9499356,722.6840976
150.2,775.8602015,766.8541999,771.3572007
150.3,883.6673436,745.851236,814.7592898
150.4,982.8641959,718.3142731,850.5892345
150.5,1071.622525,682.7868388,877.204682
150.6,1149.328829,638.2669681,893.7978984
150.7,1216.495734,584.451254,900.4734942
150.8,1274.530824,521.9051354,898.2179799
150.9,1325.394244,452.1343313,888.7642878
151,1371.190544,377.5439983,874.3672712
151.1,1413.748752,301.285623,857.5171875
151.2,1454.246588,227.0052916,840.62594
151.3,1492.929709,158.5191719,825.7244402
151.4,1528.965459,99.45133705,814.2083978
151.5,1560.454171,52.8743268,806.6642487
151.6,1584.601482,20.99341462,802.7974483
151.7,1598.034878,4.911312146,801.473095
151.8,1597.229105,4.501450551,800.8652777
151.9,1578.990547,18.40599899,798.698273
152,1540.941923,44.16079014,792.5513567
152.1,1481.946877,78.43494579,780.1909115
152.2,1402.41949,117.3599133,759.8897015
152.3,1304.475896,156.912376,730.6941362
152.4,1191.902669,193.3093084,692.6059886
152.5,1069.937403,223.372051,646.654727
152.6,944.8786408,244.8198797,594.8492603
152.7,823.562289,256.4617193,540.0120041
152.8,712.7577228,258.266478,485.5121004
152.9,618.5468785,251.3065584,434.9267184
153,545.7526238,237.5837842,391.668204
153.1,497.4781674,219.760535,358.6193512
153.2,474.8077141,200.8296794,337.8186967
153.3,476.7013032,183.7636689,330.232486
153.4,500.0957638,171.1850614,335.6404126
153.5,540.201381,165.097557,352.649469
153.6,590.9627581,166.7087209,378.8357395
153.7,645.634881,176.3638653,410.9993732
153.8,697.4135162,193.5964898,445.505003
153.9,740.0541149,217.2859191,478.670017
154,768.4158504,245.8991461,507.1574983
154.1,778.8769187,277.7830558,528.3299872
154.2,769.5825987,311.4665367,540.5245677
154.3,740.5069538,345.9303485,543.2186512
154.4,693.3301492,380.8062664,537.0682078
154.5,631.153706,416.4756009,523.8146534
154.6,558.093251,454.0497064,506.0714787
154.7,478.8005069,495.2300739,487.0152904
154.8,397.9720787,542.061248,470.0166633
154.9,319.9014713,596.6042127,458.252842
155,248.1230107,660.5692531,454.3461319
155.1,185.1830036,734.9541606,460.0685821
155.2,132.5562822,819.7350716,476.1456769
155.3,90.70740675,913.6529005,502.1801536
155.4,59.27757055,1014.12863,536.7031005
155.5,37.36289296,1117.326693,577.3447929
155.6,23.83914989,1218.368871,621.1040104
155.7,17.68331814,1311.68354,664.683429
155.8,18.24410805,1391.458672,704.8513899
155.9,25.42162925,1452.153858,738.7877436
156,39.7294193,1489.018258,764.3738388
156.1,62.22858241,1498.558943,780.3937628
156.2,94.34163392,1478.907978,786.6248057
156.3,137.570565,1430.046451,783.8085078
156.4,193.1574881,1353.858462,773.5079753
156.5,261.7352311,1254.006192,757.8707116
156.6,343.0182471,1135.636552,739.3273993
156.7,435.580763,1004.948362,720.2645623
156.8,536.7595612,868.6643273,702.7119442
156.9,642.7042821,733.4625544,688.0834183
157,748.5803744,605.4266797,677.0035271
157.1,848.9109451,489.5713632,669.2411541
157.2,938.0260511,389.4911338,663.7585924
157.3,1010.573617,307.1663909,658.8700038
157.4,1062.036922,242.9423815,652.4896518
157.5,1089.2007,195.6772813,642.4389905
157.6,1090.511725,163.0364244,626.7740749
157.7,1066.290062,141.8934789,604.0917703
157.8,1018.762673,128.7878797,573.7752764
157.9,951.9102567,120.3824521,536.1463544
158,871.138611,113.8665276,492.5025693
158.1,782.8053793,107.2577757,445.0315775
158.2,693.6492642,99.56950404,396.6093841
158.3,610.1799564,90.82764664,350.5038015
158.4,538.0917296,81.94094968,310.0163396
158.5,481.7613719,74.44660083,278.1039864
158.6,443.8820851,70.16942397,257.0257545
158.7,425.2702123,70.84379942,248.0570059
158.8,424.8628201,77.75227002,251.3075451
158.9,439.9034104,91.43271388,265.6680621
159,466.2927207,111.4972038,288.8949622
159.1,499.063988,136.5912567,317.8276224
159.2,532.9291722,164.5038459,348.716509
159.3,562.8358826,192.4185463,377.6272145
159.4,584.4748417,217.2770064,400.875924
159.5,594.6845576,236.2100032,415.4472804
159.6,591.7126277,246.9807223,419.346675
159.7,575.3102071,248.381045,411.8456261
159.8,546.6556487,240.5251713,393.59041
159.9,508.1228687,224.9955988,366.5592337
160,462.9273714,204.8131614,333.8702664
160.1,414.6960783,184.2236159,299.4598471
160.2,367.0146932,168.3156855,267.6651893
160.3,323.0074726,162.5068308,242.7571517
160.4,284.99893,171.9506811,228.4748056
160.5,254.2958882,200.9317697,227.6138289
160.6,231.1128016,252.3174123,241.7151069
160.7,214.6452795,327.1325286,270.8889041
160.8,203.2784222,424.3112251,313.7948237
160.9,194.9001178,540.6602552,367.7801865
161,187.2767855,671.0461341,429.1614598
161.1,178.4416794,808.7923679,493.6170237
161.2,167.0446226,946.2489305,556.6467765
161.3,152.6170502,1075.475678,614.0463642
161.4,135.7168629,1188.967328,662.3420953
161.5,117.9325405,1280.341711,699.1371259
161.6,101.743433,1344.916106,723.3297694
161.7,90.25103369,1380.108281,735.1796571
161.8,86.8122045,1385.618274,736.2152391
161.9,94.61782551,1363.371592,728.994709
162,116.2676762,1317.231706,716.749691
162.1,153.3936364,1252.516183,702.9549099
162.2,206.3783416,1175.373465,690.8759035
162.3,274.2058008,1092.093345,683.1495729
162.4,354.465419,1008.431772,681.4485953
162.5,443.5131127,929.028622,686.2708674
162.6,536.7748426,856.98573,696.8802863
162.7,629.1610688,793.6530183,711.4070435
162.8,715.5473361,738.6452893,727.0963127
162.9,791.267991,690.0840911,740.6760411
163,852.5679059,645.0314516,748.7996787
163.1,896.9613171,600.0585238,748.5099204
163.2,923.4570068,551.8752186,737.6661127
163.3,932.6239387,497.9388694,715.2814041
163.4,926.4893901,436.9619485,681.7256693
163.5,908.2805545,369.2507353,638.7656449
163.6,882.038348,296.8272864,589.4328172
163.7,852.1466895,223.3137105,537.7302
163.8,822.8301664,153.5874188,488.2087926
163.9,797.6766341,93.24513223,445.4608832
164,779.238486,47.93838233,413.5884342
164.1,768.7574056,22.66093045,395.709168
164.2,766.0433674,21.07663456,393.560001
164.3,769.5211074,44.97365186,407.2473796
164.4,776.4382283,93.91758841,435.1779084
164.5,783.2107237,165.1537087,474.1822162
164.6,785.8660931,253.7791565,519.8226248
164.7,780.5331598,353.1737324,566.8534461
164.8,763.9224565,455.6460038,609.7842302
164.9,733.7421984,553.2242585,643.4832285
165,689.0022902,638.5024707,663.7523805
165.1,630.1716479,705.4425262,667.807087
165.2,559.1708929,750.0367659,654.6038294
165.3,479.201269,770.7493493,624.9753092
165.4,394.4292937,768.6795188,581.5544062
165.5,309.5630544,747.4218017,528.492428
165.6,229.3683203,712.6338279,471.0010741
165.7,158.1793768,671.357539,414.7684579
165.8,99.45992809,631.169902,365.3149151
165.9,55.46352285,599.2610612,327.362292
166,27.03142164,581.548383,304.2899023
166.1,13.54996314,581.9325872,297.7412752
166.2,13.07113451,601.7871299,307.4291322
166.3,22.58130671,639.7457796,331.1635431
166.4,38.38611351,691.818832,365.1024728
166.5,56.56617938,751.8296303,404.1979048
166.6,73.45035965,812.1245615,442.7874606
166.7,86.0512682,864.4761187,475.2636935
166.8,92.41235373,901.0740595,496.7432066
166.9,91.82613037,915.4872742,503.6567023
167,84.89819065,903.4804119,494.1893013
167.1,73.44960425,863.5846724,468.5171383
167.2,60.2691737,797.3498811,428.8095274
167.3,48.74460783,709.2419012,378.9932545
167.4,42.41595843,606.1913586,324.3036585
167.5,44.50399138,496.8415983,270.6727948
167.6,57.46943836,390.5807352,224.0250868
167.7,82.65589797,296.4700733,189.5629856
167.8,120.0598584,222.1955807,171.1277196
167.9,168.2569341,173.168559,170.7127465
168,224.4955639,151.8859176,188.1907408
168.1,284.9501345,157.6311837,221.2906591
168.2,345.1069625,186.5577918,265.8323771
168.3,400.2409178,232.1508988,316.1959083
168.4,445.929505,286.0182736,365.9738893
168.5,478.5462214,338.9202221,408.7332217
168.6,495.676593,381.9179936,438.7972933
168.7,496.4083321,407.503544,451.9559381
168.8,481.4606834,410.5731604,446.0169219
168.9,453.1357557,389.1236424,421.1296991
169,415.0944771,344.5808675,379.8376723
169.1,371.9795589,281.713187,326.846373
169.2,328.9252712,208.1313136,268.5282924
169.3,291.0069424,133.4263845,212.2166634
169.4,262.6904019,68.04271736,165.3665596
169.5,247.3422039,22.01592612,134.679065
169.6,246.8553071,3.726197947,125.2907525
169.7,261.4325642,18.81805005,140.1253071
169.8,289.5532357,69.42121742,179.4872266
169.9,328.1276757,153.7740962,240.950886
170,372.8245525,266.3050073,319.5647799
170.1,418.535786,398.1727145,408.3542503
170.2,459.9289581,538.212413,499.0706856
170.3,492.0270141,674.1833946,583.1052043
170.4,510.7517693,794.1758919,652.4638306
170.5,513.3714688,888.0120996,700.6917842
170.6,498.8030366,948.4731165,723.6380765
170.7,467.7355718,972.2003738,719.9679728
170.8,422.561367,960.1554585,691.3584128
170.9,367.1220378,917.5722964,642.3471671
171,306.2979192,853.3948041,579.8463617
171.1,245.4863823,779.2544902,512.3704362
171.2,190.0272021,708.0988305,449.0630163
171.3,144.639131,652.625725,398.632428
171.4,112.9307013,623.7063955,368.3185484
171.5,97.04007698,628.9850846,363.0125808
171.6,97.4443751,671.8276525,384.6360138
171.7,112.9598504,750.7540613,431.8569558
171.8,140.9327878,859.4356891,500.1842385
171.9,177.5992689,987.2734566,582.4363627
172,218.572596,1120.504293,669.5384447
172.1,259.4022751,1243.719574,751.5609246
172.2,296.139765,1341.627449,818.8836072
172.3,325.8447528,1400.857911,863.3513319
172.4,346.9717258,1411.599287,879.2855062
172.5,359.5895068,1368.869419,864.2294628
172.6,365.4048259,1273.262866,819.333846
172.7,367.5829318,1131.073189,749.3280603
172.8,370.3812995,953.7603496,662.0708245
172.9,378.6341121,756.809459,567.7217856
173,397.1429632,558.0996724,477.6213178
173.1,430.0411091,375.9623727,403.0017409
173.2,480.2032105,227.1484707,353.6758406
173.3,548.7692065,124.9404889,336.8548477
173.4,634.840022,77.63360313,356.2368126
173.5,735.3852949,87.57171484,411.4785049
173.6,845.3810512,150.8637419,498.1223966
173.7,958.1706075,257.828254,607.9994307
173.8,1066.017593,394.12997,730.0737817
173.9,1160.798513,542.4892216,851.6438675
174,1234.766074,684.7749568,959.7705156
174.1,1281.305424,804.2417657,1042.773595
174.2,1295.604544,887.6481103,1091.626327
174.3,1275.167533,926.9998308,1101.083682
174.4,1220.114707,920.7000441,1070.407375
174.5,1133.234813,873.9501925,1003.592503
174.6,1019.779972,798.3305375,909.0552548
174.7,887.0206238,710.5826236,798.8016237
174.8,743.6028864,630.7105204,687.1567034
174.9,598.7717212,579.6010679,589.1863946
175,461.53781,576.4259738,518.9818919
175.1,339.8725548,636.1226768,487.9976158
175.2,240.0133204,767.2517034,503.6325119
175.3,165.9501382,970.4948553,568.2224968
175.4,119.1466632,1237.993867,678.570265
175.5,98.5241098,1553.639762,826.0819359
175.6,100.7096751,1894.318547,997.5141109
175.7,120.5234328,2232.010597,1176.267015
175.8,151.6527212,2536.541355,1344.097038
175.9,187.4432775,2778.701167,1483.072222
176,221.7238798,2933.401882,1577.562881
176.1,249.5773628,2982.523404,1616.050384
176.2,267.9760144,2917.127403,1592.551709
176.3,276.2130141,2738.775869,1507.494441
176.4,276.082345,2459.783362,1367.932854
176.5,271.7853404,2102.344055,1187.064698
176.6,269.570063,1696.596048,983.0830555
176.7,277.137155,1277.802637,777.4698962
176.8,302.8698141,882.9301569,592.8999855
176.9,354.9636831,546.9733536,450.9685183
177,440.5428406,299.4135945,369.9782176
177.1,564.8497284,161.1880866,363.0189075
177.2,730.5896168,142.4998484,436.5447326
177.3,937.4949089,241.7130509,589.6039799
177.4,1182.152838,445.4653448,813.8090916
177.5,1458.114216,729.9999029,1094.057059
177.6,1756.273499,1063.589026,1409.931262
177.7,2065.484422,1409.8026,1737.643511
177.8,2373.353341,1731.281543,2052.317442
177.9,2667.136494,1993.619116,2330.377805
178,2934.659094,2168.938212,2551.798653
178.1,3165.174167,2238.78251,2701.978338
178.2,3350.08722,2196.010785,2773.049003
178.3,3483.488025,2045.489307,2764.488666
178.4,3562.451358,1803.505816,2682.978587
178.5,3587.092106,1495.966154,2541.52913
178.6,3560.384223,1155.566273,2357.975248
178.7,3487.775053,818.2437023,2153.009378
178.8,3376.644278,519.2911983,1947.967738
178.9,3235.668517,289.5526505,1762.610584
179,3074.157359,152.1129864,1613.135173
179.1,2901.424092,119.840599,1510.632345
179.2,2726.245297,194.0483761,1460.146836
179.3,2556.448968,364.4177386,1460.433353
179.4,2398.652862,610.1924416,1504.422652
179.5,2258.155525,902.5103056,1580.332915
179.6,2138.964234,1207.61671,1673.290472
179.7,2043.928897,1490.607256,1767.268076
179.8,1974.940689,1719.289107,1847.114898
179.9,1933.149702,1867.737546,1900.443624
180,1919.157692,1919.157692,1919.157692
